,pred,actual,naive
23/01/2025 03:00,2.452821016,1.52,5
23/01/2025 07:00,4.463107109,3.6,10.24
23/01/2025 11:00,2.778473139,1.45,9
23/01/2025 15:00,5.277223587,4.69,75
23/01/2025 19:00,2.986300945,2.4,26.73
23/01/2025 23:00,2.866443872,5.2,1.7
24/01/2025 03:00,2.655213594,2.23,1.52
24/01/2025 07:00,3.94692421,4.7,3.6
24/01/2025 11:00,2.841887712,2.75,1.45
24/01/2025 15:00,5.164241791,6.01,4.69
24/01/2025 19:00,2.866496086,2.43,2.4
24/01/2025 23:00,5.575621128,8.69,5.2
25/01/2025 03:00,2.884906054,3.69,2.23
25/01/2025 07:00,3.393941164,2.5,4.7
25/01/2025 11:00,2.543325424,2.99,2.75
25/01/2025 15:00,7.414152145,7.75,6.01
25/01/2025 19:00,2.491114855,2.92,2.43
25/01/2025 23:00,2.626605034,1.83,8.69
26/01/2025 03:00,2.419261932,1.5,3.69
26/01/2025 07:00,3.028160334,3.69,2.5
26/01/2025 11:00,2.80154109,1.96,2.99
26/01/2025 15:00,4.181714058,3.5,7.75
26/01/2025 19:00,2.71825242,3.15,2.92
26/01/2025 23:00,2.577616215,2,1.83
27/01/2025 03:00,2.316268206,1.88,1.5
27/01/2025 07:00,3.053869963,2.25,3.69
27/01/2025 11:00,2.536432266,1.87,1.96
27/01/2025 15:00,4.778512955,3.78,3.5
27/01/2025 19:00,2.71095705,2.25,3.15
27/01/2025 23:00,2.243273973,1.51,2
28/01/2025 03:00,2.222406626,1.37,1.88
28/01/2025 07:00,2.832218409,2.64,2.25
28/01/2025 11:00,2.670948029,2.41,1.87
28/01/2025 15:00,4.716603756,2.75,3.78
28/01/2025 19:00,2.750786304,1.75,2.25
28/01/2025 23:00,2.056474447,2.25,1.51
29/01/2025 03:00,2.071138859,1.5,1.37
29/01/2025 07:00,2.594560623,2.92,2.64
29/01/2025 11:00,2.193895817,1.4,2.41
29/01/2025 15:00,4.122188568,3.24,2.75
29/01/2025 19:00,3.063161612,2.9,1.75
29/01/2025 23:00,2.062337637,1.7,2.25
30/01/2025 03:00,2.321005106,4.08,1.5
30/01/2025 07:00,2.590574503,2.75,2.92
30/01/2025 11:00,2.283589602,1.38,1.4
30/01/2025 15:00,10.31375885,13,3.24
30/01/2025 19:00,2.727176905,2.25,2.9
30/01/2025 23:00,2.056496382,1.72,1.7
31/01/2025 03:00,2.379312038,1.34,4.08
31/01/2025 07:00,2.629813433,1.83,2.75
31/01/2025 11:00,2.227513313,2.73,1.38
31/01/2025 15:00,10.91248035,13.96,13
31/01/2025 19:00,3.090079784,2.5,2.25
